name,id,sign,comment
理智与疯狂并存,320824183,所有命运的馈赠，都已暗中标注好价码,不能看，我怕以后看不到这样的好作品，会无聊死的。
shady_D12,254991987,,希望各位看看鬼畜后，再多看看原片多品品
杨小为,27766717,,马是什么，马 是黄四郎意志继承者，是996创始人，马不是一个人，是每个人贪婪的心魔。
木瓜Gary,6896083,一个在广东长大的四川说唱爱好者。,这首歌为b站的《让子弹飞》又带来了一波流量[doge]
Eleggu,439066590,,今天又回看，我大鬼畜时代过去了啊，很少up再这么有灵感了
天津彭于晏,43420703,嘛钱不钱的,当我知道“局部坏死”的反义词是“整个好活”之后我就出不去了
思觉者,98890962,,网易云用户哭泣之瞳，盗用这个视频，把水印换了就成他的了，有时间可以去举报一下
FUBUBOI_福,430206521,,“大风起兮云飞扬，安得猛士兮走四方，江湖豪情侠胆柔肠，枪在手跟我杀四郎！”这四句虽然是混搭，但是放在一块非常帅，而且歌里这段不管从歌词内容还是从旋律上都将整首歌的情感推向高潮，爽！唯一一点遗憾就是“杀四郎”不是张麻子喊出来的，不过这也是没办法，原作台词里面张麻子没有这么大声喊过这三个字…总之，这首歌确实牛逼。旋律牛逼，甚至有flow，比较明显的像“三天之内拔他几颗牙”和“一就是一，二就是二”，比大正拍鼠来宝式的flow好听，且与作品惊心动魄的感情基调和充满矛盾冲突的剧情很匹配。应该是团队作品
小小小透透明儿,181823846,少年一瞬间心动就永远心动,看了很多遍了，之前鬼畜播放量还差点超过电影正片，今天来看，它俩各自促进了对方的播放量，算是互相成就了，当然让子弹飞这部电影就算没这个鬼畜也是yyds
木子卯_,397178984,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,每天都顺路过来看一遍  每次都有几百个人陪我一起 [doge]
且歌且祷,1124245900,英特纳雄耐尔，就一定要实现！,这视频要是顺利破亿，而且被大肆宣传的话，那就真的说明风向变了[doge][doge][doge][嗑瓜子]
问闲情几许,361749571,,之前没看过的原片时不懂，心想这玩意是怎么这么高播放量的，后来看了原片再看：woc给跪了[笑哭][笑哭][笑哭]
巨蟹座患者,381893952,,《让子弹飞》重映吧，当时还小，没能去电影院看，现在想支持一波[OK]
馫巴佬,16140268,这个人很懒，什么都没有写,鬼畜比电影播放量还高就离谱[doge]
埋葬在东京深井的女孩,112899635,,"他让你们多读书
他说你们是太阳
他说年轻人有希望
他说你们就是他
你们却往地上一躺，等他回来？"
咕叽-啪叽啪叽啪叽,27471584,飞吧,让子弹飞，是一部喜剧，看不懂的人不知道什么时候笑，看懂的人笑不出来
小约翰可爆,436595994,专注科学，升华自我,这估计是2020鬼畜区最棒的作品之一了
生命的准则NeToYo,512914165,音乐是我的挚爱，我会一如既往的分享自己喜欢的歌曲和优秀的影视音乐作品，大家有喜欢的也可以一起分享哦。,"短短8天已经777万了，牛逼，每天都有接近100万的播放量，照这样下去3000万没问题，也许能成为up主最火的视频。
我觉得片头真的很带感，还有大风起兮云飞扬，安得猛士兮走四方两句太棒了，周润发和姜文双雄对峙鼓点和画面配合的简直天衣无缝。短短两分钟包含了电影的精华，同时又赋予了电影新的含义，怎能不火。
我今天一天刷了不下于40遍，百听不厌再来亿遍[呲牙]"
笑丶还知,4159761,随缘更新（×）,好久没出现占榜的正统鬼畜了，爷青回，已经连续打卡好几天了，给爷多占几天榜。
粉毛狐狸恰橘子嘛,6974584,我要去抓大尾巴,看来现在风向真变了  这类视频终于也能上热门第一了
我永远爱茶几,291329017,.,"“今天让大家来主持公道，六爷，你吃了两碗粉，只给了一碗的钱。”
“哦…………不好意思，可能是当时有人叫我，走的太急没注意，不好意思不好意思，卖凉粉的在吗，不好意思我把钱补给你，耽误你时间再多给你一份钱，大家都别在这看了，我还有事，先走了先走了。”
胡万：？"
bili_166634336,166634336,你们不努力，老板怎么给他的法拉利加油,"无视基尼系数，说吃得饱饭的人。
不是资本家，而是资本家养的狗。"
ii林空鹿饮溪ii,32360358,"bilibili非官方认证：国家一级保护动物：纯种沙雕
",让子弹飞是一部每重看一遍都能多发现一些东西的电影
小猪哔哩猪,2097839605,,大家想啊！要是哪天，你带着老婆去郊游，吃着火锅唱着歌儿，突然就被马匪给截了.....[doge]
花已落情已灭-,1424569238,az....,2022仍有300人看[doge]
夏至莉莉安,156507088,愿望是世界和平,这个视频播放量还没破亿，在座的各位都有责任[doge]
含笑饮岩浆,671243865,乾坤未定，你我皆是黑马；乾坤已定，那就牛转乾坤！,一直都有10-500的小伙伴被困在这[doge]
心念Mind,114956196,emmmmmmm,求求了重映一次吧！我想给让子弹飞补张票！！！[抓狂]
说换名字可以中奖,398737811,,现在这播放量比电影原片还高就离谱[doge]
噜噜噜露娜,68376650,"嘿



( ＿ ＿)ノ｜壁",今天考古了一些鬼畜up，有感而发，似乎有个诅咒：做出现象级鬼畜的（部分）up反而做不出能持续收获更高人气的作品，比如放假君，小可儿甚至不做鬼畜，洛温7个月没更新了。
珈尔特留斯-乐,396288999,,有些一个劲说这个视频剪的支离破碎，没有把让子弹飞剧情表现清楚。我就笑了，一个电影多长，这个鬼畜多长。让子弹飞剧情信息量有多大你不知道吗，电影解说都做不到一分半概括全。UP已经把电影里的部分有意思的东西剪出来了，从前到后大部分也都是按顺序剪的。鬼畜本来就需要自己get到他的点，你可以不喜欢，你可以说感觉无聊，但你要说技术力低，呵呵，千万的播放不是你动动嘴就有的
星云在水,1328522,藏进你的梦里,绝了，高级弹幕从某种程度上可以说是这个鬼畜作品足够优秀的特征。以前的弹幕才叫百花齐放，柱状音浪弹幕，文字横画波浪弹幕，箭头弹幕等等，看了就有一种网络蹦迪的感觉，现在都见不到了
星瑾-歌者的小跟班,291157953,,"大脑：你要睡了吗？
我：是的，快三点了。
大脑：翻～译～翻～译～什么～叫～他妈的～惊喜～
我：（睁眼）"
夏雨椿,390377778,发际线渐高终不悔，为图消得人憔悴,网易云搜索：哭泣之瞳。选择用户那一栏，点进去。然后找到这个视频，把他举报了。他的作者的水印去了，换成自己的水印，太恶心。兄弟们，顺手的举报一下，好久没有这么喜欢一个鬼畜视频了，拜托拜托。
Panzer-no-Panda,1854384969,一个憨皮up，专录海岛奇兵和坦克世界闪击战游戏实况,22年，前来挖宝[doge]
阿里云,50233288,专心搞科研 ing,好活当赏[热词系列_知识增加]
容平秋,485314484,,"很多人不明白他的能力和水平到底有多强。
那个时代，“中国遇到了数千年未有之强敌，中国处在三千年未有之大变局”，这个论断是晚清名臣李鸿章提出来的，康有为、谭嗣同、袁世凯都是如此认为，但是都无能为力，强如左宗棠等等也最多收复新疆。
在所有领域作为业余爱好他都玩成了宗师级别的，古往今来只他一人。
他还演绎了一个最离奇的榜样就是，正直坦荡光明磊落的做事是可以成功的，前提是你能力定力足够强大。
经历的挫折和冤枉多得不可计数，几十次起起落落，他居然没有任何怨言和情绪，坦然接受，不另立山头不对抗辩解，祖坟被挖了亲人被杀了都毫不动摇。
凡他反对过的东西他自己一生都没有触碰过，胸怀就像他的诗词一样宽广，过不留痕。
同时一些看起来矛盾但是又必须存在的东西在他身上进行了近乎完美和辩证的演绎。
立一志向，终生不背叛。一生三个不谈，不谈钱，不谈女人，不谈琐事。而三立，立功、立德、立言，一辈子都在面对死亡却毫发无伤。带兵打仗不发军饷，不封官不许愿人不跑还要打胜仗，你仔细品。
可以对比同时代的土耳其国父凯穆尔，领土丢了百分之八十，两代之后被翻盘。印度的甘地也是任人摆布，国土分为几块。
M赤手空拳没有一点筹码去苏联谈判居然满载而归，玩一点平衡战略就扭转了局面，大智慧叫人目瞪口呆。
蒋是等靠要，威逼利诱。他是没有条件创造条件，你给就给，不给我不稀罕自己干，没有任何人能够要挟他。时机不成熟时静若处子，时机到了则牢牢把握住主动权，从不被别人牵着鼻子走。俄罗斯人斗了三百年才弄到一个不冻港，莫名其妙就丢了，碰到狠人了，不是他国土起码少一半。
他一辈子就是打的最烂的牌，乃至连牌都没有，但是他用最烂的牌碾压了所有的敌人，其中包括蓝星有史以来最强大的军事联合体（侵朝17国联合国军）。选边站卸下了所有恶债和历史包袱，引进了完整的工业体系基础，划分三个世界被抬进五常，完成了由棋子变棋手的华丽转身。
在最艰苦的情况下还实现了思想输出，转守为攻先把敌人内部搞到天翻地覆。所以后来亚非拉美国等等领导人才会排队来北京看他，他颠覆了有史以来人们对力量的认知和玩法。"
废人间,1210085893,,快2022年了彦祖又打开按时间顺序了[脱单doge]
熊猫烧香l,599042382,:34335:,"举报成功:转载投自制
因为我dna里也有这个视频[doge]"
帆高ai阳菜,345141553,,就很奇怪。明明这些热评我很久以前就点赞了，为啥现在还得再点一遍呢？
约翰Z法蕾儿,27302077,“尊严只在剑锋之上，真理只在大炮范围之内”,姜文导演有一点最牛的是“空手套白狼”，他本人和周润发说这部剧里有葛大爷，然后又跑去和葛优说这部剧里有发哥
yc小,207309296,要积极的拥抱生活啊！,毛主席万岁！
XYouce,250979630,"你累了该摸了
",支持张麻子 永远的理想主义者  最浪漫的人
深红之渊单推人,491025705,这个世界，向前是未来，向后是回忆，取一角便是一个故事,这个视频最大的特点就是，无论什么时候进来，都有100多个人观看[脱单doge]
谁道人生無再少,26688135,漫漫长路永无别,高考期间看这个正常吗[脱单doge]
-_星臣_-,540449,"从       的见习管制员
心
","省流：张麻子说了七次TMD
考点：①0：20 处“还是TMD公平”
②“TMD张麻子敢杀我的马”此处TMD不是张麻子说的"
夜脑允吾枭,477297844,,"兄弟们
入驻，b站！
鬼畜来啦，
b站闹腾啦，
鬼畜来啦，
典剧就有啦！
在b站我只办3件事，
点赞，
投币，
还要tm的收藏。
看鬼畜？
看啊鬼畜
看出了骚词好句
骚词好句
看出一个神经抖擞
神经抖擞
看出一个傻里傻气
傻里傻气
鬼畜洗脑
卧槽
不急不急再看一遍
三遍之内找出他精华
鄙人小天才听我说
能不能夜晚把话讲
一就是一，二就是二
你不是知道的吗？
点赞投币收藏转发
就是为交易啊，
up主up主
就是鬼畜区的天才
一千五百万视频播放
看得惊骇
那你怎么就不能
马上把我置顶
我脑子里想的只有你的点赞置顶
半夜回复不睡觉
安得置顶兮笑四方
b站礼仪习俗三连
币在手还得看看心情
淦
顶顶顶顶顶顶顶顶顶顶顶顶顶
顶顶顶顶顶顶顶顶顶顶顶顶顶
顶顶顶顶顶顶顶顶顶顶顶顶顶
顶顶顶顶顶顶顶顶顶顶顶顶顶
顶顶顶顶顶顶顶顶顶顶顶顶顶
顶顶顶顶顶顶顶顶顶顶顶顶顶
顶顶顶顶顶顶顶顶顶顶顶顶顶
觉得我很无聊？
看到这里肯定有up主的用心
TMDup猪
敢不置顶
翻译翻译什么叫
TMD交易
翻译出来给我听
什么叫交易
翻译TMD
什么叫TMD
交易
交易就是
我一键三连
置顶
翻译翻译什么叫
TMD置顶
翻译出来给我听
什么叫置顶
翻译TMD
什么叫TMD
置顶
置顶就是三连之后
安排到楼顶
哈哈哈哈哈哈哈哈[doge]"
Airnaka,194680748,,热搜第一了，资本家们！
邹温温,21380330,,今天观察者网替资本说话。，不开心，来这里治疗一下
一枚枯叶,365143465,一个普通的初中生,被无声剪辑再次勾引了进来了
扶桑大麻花丶,23234629,,电影播放还没鬼畜多[辣眼睛][辣眼睛][辣眼睛]
dbquiui,25828877,,"这应该放到音乐区啊？
这个音乐做的太好了！
画面行云流水 干净清楚 不拖泥带水！
音效节奏韵律律动歌词flow都太好了！
唱的也太好听太上头了吧！！
救命！我都已经循环无数遍了！
停不下来了 怎么办啊！！[热词系列_神仙UP][热词系列_镇站之宝]"
李某笑,322030562,一个兴趣使然的人,高考语文考完特来复习[OK]
老白干了老白干,451940630,吃个黄瓜不过分！,真怕他们一辈有演技的人逝去后就真的再也没有好电影了[囧]
面包吃猫事件,436411364,,隔壁橘子已经惨遭毒手，都是鬼畜突然爆火，幸好哦呼这个视频在b站有版权，唉...
SCV11112,6820730,到底什么才是正义，至今我也没能想明白。但你对我说过，我所坚持的东西不是没有意义....也许你说得对，我，想要相信。,英特纳雄耐尔就一定要实现
东方雪子,451156836,爬,真没想到这也有人盗视频，网易云，搜敢杀我的马，有个视频，微博盗视频的狗
自由神圣,110924898,,俄军开进基辅双方准备谈判时代考古[doge]
彳亍丶雾月,450639402,群号看关注自动回复，问题可以私发，不要在别的up那里提我,我要是有1000赞我翻唱（反正没人点）
Aloha-Stitch,1145917093,,每日一遍的过来集合[doge]
大布偶喵,9830546,,凌晨3点都有几百人看 离谱
徒牢嘚啵嘚,203432065,"做过尽量别后悔，
未行一定多思量。",每日循环三遍，这玩意儿上一亿播放量的时候圈我一个，为什么就只能投俩币？我恨不得把我几百个都投给这个！太难得了太难得了！[笑哭]
吉尔家的杂修,309396166,嗯。,今天发现谈了半年的女朋友肚子上有道疤，于是我问她怎么回事，她跟我说:我吃了一碗粉，只给一碗粉的钱
-尤某人-,1860434327,歪比歪比，歪比巴不,几千万的视频点赞都少，因为很多人翻来覆去的看(比如我)[笑哭]
吉尔家的杂修,309396166,嗯。,今天发现谈了半年的女朋友肚子上有道疤，于是我问她怎么回事，她跟我说:我吃了一碗粉，只给一碗粉的钱
-尤某人-,1860434327,歪比歪比，歪比巴不,几千万的视频点赞都少，因为很多人翻来覆去的看(比如我)[笑哭]
账号已注销,278491276,,这个鬼畜的质量即使在B站所有鬼畜中也能排前10。
米石砸脚,218093524,朱门酒肉臭，路有冻死骨,是我的书包摸的，她们非说是我摸的
战地7,7462537,我又是什么成分？,10年过去了，也没有一部国产电影超过让子弹飞
Viadilena_Milize,451258084,,"原片，高!
调音，硬!
up主，又高又硬![doge]"
喜欢剪辑的萌特君,185809773,一个喜欢剪辑的普通人，喜欢狗头互动。,好作品！也看出官方的大力推送和支持了，这是好事
我要水陈啊,335843749,鹰角，有本事夏活给我歪个水陈,qq音乐把这个音频盗了还收钱 真的恶心
GNK48-Sytiger,36609410,,看不懂的建议先看一下电影[妙啊]
Ha哈233,39747849,,现在，B站上《让子弹飞》播放量为6426.3万，这个视频播放量为6132.3万播放，坐等这视频播放量超过电影[微笑][微笑]
地狱笑话阿吧官方,363390859,,好的鬼畜就是能让人时隔很久还能再次点开
月筱初见,164638625,,"还会时不时来看一遍的点个赞我统计下人数
一个赞提醒我再看一遍[doge][doge][doge]"
钟的向方反______,180263071,,182亿马上送来[OK]
花式皮皮锤,3229428,,百姓只知道谁赢了帮谁，不知道他们帮谁谁赢
企鹅大公仔,30233422,wulalala,《让子弹飞》不申请个非遗都太可惜了
Wilddog丶,8358174,霹雳霹雳！彳亍！,让子弹飞我最拍案叫绝的是斩替身那段黄四郎那句糟了，我成替身了
须日晴,1349741,,"其文理皆有可观者的鬼畜。
调音完美，画面配合完美，作为单纯的音乐听，满分。
歌词和画面更是把让子弹飞的剧情简短却完整地演绎了出来。
我愿称其为鬼畜区最强作品"
乱步君Ahou,29357613,,"谈过恋爱吗？
没有
我告诉你,想谈恋爱,得巧立名目,拉拢她的闺蜜,给她买礼物,把她当爹供着，要是她同意了，你们俩结婚后，她的钱你分文不取，你赚的钱三七分成
怎么才七成啊？
七成是人家的,能得三成还得看人家的脸色
谁的脸色？
她
她？我那么辛苦追到了她,就是为了看她的脸色？
对
他:我好不容易赚了点钱，活出了个样子
对
我还要拉拢她的闺蜜？
对
还要巧立名目？
对了
还得看她的脸色？
对
我不成了跪着要饭的吗？
那你要这样说,谈恋爱还真就是跪着要饭的。就这,多少人想跪还没这门子呢！
我问问你,我为什么要单身那么多年
不知道
我就是腿脚不利索,跪不下去
原来你是想站着，那还是继续单着吧
哎？这我就不明白了,我已经混的有头有脸了,怎么还不如一个单身狗呢
普通人眼里,你是个大人物,可是在你的女神眼里,你就是跪着要饭的,恋爱嘛,追别人,不寒碜
寒碜，很TM寒碜
那你是想站着当狗,还是想谈恋爱?
我是想站着,还把恋爱谈了
谈不成
谈不成？
谈不成
他拿出一沓钱：这个，能不能谈？
能，跪着
他拿出专辑：那这个，能不能谈？
站着单身
他：那这个加上这个，能不能站着把恋爱给谈了？
敢问大哥何方神圣
鄙人，周杰伦"
义明华年,438314882,"
","让子弹飞这个电影每隔几年就会进入大众视野
还记得上回是那个欺负老实人梗
经典隔段时间就会被拿出品味
经典也是耐人寻味，越品越有味的[OK]"
呱呱巴拉巴拉,108006816,啥都不会，平时只是喜欢白嫖,看似是鬼畜，实际上整部电影的剧情都被浓缩在了这不到三分钟里[支持]
莫离离离,7524505,  ,https://www.bilibili.com/bangumi/play/ss12548?theme=movie
荣恩的世界,385183602,即将恢复更新… ,听一听 真的很带劲
身法袁,1777345403,,大家是不是在看是不是有人又来评论了[doge]
畑黯君,169619415,虽然头像是hina但是单推全员,这位是真的大哥，超高质量视频，百万大牌名副其实
胡天八月芳菲尽,666920325,,谈了半年的女友，昨天发现她小腹有一道10厘米的伤疤，我问她怎么回事，她说她只吃了一碗粉，就只给一碗的钱 
吃猪头吧你,518419670,,现在评论，还有没有点赞[脱单doge]
抽奖莫上头,508362222,有人没亩，我不说是谁，那种人就是现实没有存在感上网挑事，纯纯网络键盘侠,tx的毒留音乐盗音频了，还收费[辣眼睛]
尿布丶,2015057,谢谢你看我的视频！,"双方博弈的时候，笑到最后的是张麻子
可结局时又传来了黄四郎的笑声
唉……"
人民富豪杰克码,106211473,不为人夫，不当人父，不为情爱，只为自由。,唯生产论的人愚蠢至极、指望资本不吸血？指望初心不变？指望不通过精神战争和血与火的战争就能达到那个目标？愚蠢！
毕竟这个站已经变味了,478356005,再努努力就月薪两万辣,2020的视频，我才刷到？
苏北莉莉奈,629012551,嗷吖~,快手号:yu666368   这个人盗你视频up主
数丨字,286548623,哼～,项羽请刘邦，三天之后的惊喜是项羽自杀，楚汉战争历时四年，电影里这是晚上，时间是从第二天白天开始算，所以是四天
云_成,196576364,"改变 
保持
向上",鬼畜的播放量比电影在这的播放量都高[妙啊]
银凌烟,334712704,我！是！女！生！别叫我兄弟嘞好兄弟们,很多人说鬼畜区过气了，落没了，但是看看这些优秀的鬼畜，真的是这样吗？只不过是以前鬼畜区确实一家独大，现在和其他区齐头并进了而已。
六月火七月雪,278355972,咕咕咕,"有时间，看到这个鬼畜的人，也去看一遍原版电影吧。
b站就有，《让子弹飞》，两个小时。
值得的。"
寻询觅Me,62230492,***,很久没有看到这种反其道而行之的鬼畜了，发掘自己的材料做鬼畜不是鬼畜的原模样吗？
ParadoxInteract,94199025,相关性里总会有些个例，而个例永远无法反驳比例,B站白待了？弹幕池满了就会新挤旧啊，还up删弹幕，只要不是骂人干嘛删你弹幕？就算你骂人了哦呼看不看的到你都不一定吧
knife222,23393296,欢迎加入chara的沙雕什么都聊群776019164 关注的好兄弟们考试必加两分书法分 三连的小组工作必被工作狂同事抢活,哟。你也来数TMD了[妙啊]
Yo0oOo0oh,348938587,黑珍珠真正的含义 是自由,我看这个视频只为了三件事
wsxzjbs_,505660334,EXOEXOEXO,深夜回顾[微笑][微笑]
BOOM斑马,29433292,不在b站看番好习惯????????,"第一次看:这什么玩意？
两三次后:枪在手，跟我走...哎不对，不是这句
n次后:完了忘不掉了[辣眼睛][辣眼睛]
一天不看浑身难受[doge][doge][doge]"
清e茶,330057505,这是个不务正业的mc建筑up,疯猴真是b站鬼畜区幕后一大推手了……念诗之王本家是他，这鬼畜本家还是他……入站必刷独占其二，敢说b站鬼畜区真没有第二位了
小头孢氨苄胶囊,480590854,懒狗 勿关′,我来捡币了[傲娇][傲娇][傲娇]
deadfish9,12646996,科学的卫道士,敢 捡 我 的 币！？[doge]
沙雕网友王嘻嘻,355692517,凭兴趣做，没接激励，但也在努力做好每一个视频,"马上上高中了，在我最喜欢的视频底下发一条评论
希望我能挺过这三年的难关
加油！祝我自己顺利考上理想的大学[打call]"
澹台有佳人,2400480,,这个投币就固定在180万吧
天际线上的夕阳红,290902764,这个人很懒，想不出个性签名。,现在才发现，《让子弹飞》火的实在是很突然。都十年过去了啊，老剧新火，这梗点又怎么跟得上时代呢？
自成体系_梅东,484594223,进球伤害球队，吸血；打铁之王，制造杀机，场上散步，中柱三分球，兽腰，小头一低，里奥梅西，一脚踢出皇马整个盛夏，二十年红蓝铁塔梅东集锦球迷留言,陈坤跟姜文说想演“胡万”这个角色，当时姜文还很惊讶，“这么小的角色你来吗？”放低身段，虽然风格夸张了点，但是那股子“老实人”的感觉出来了…[doge]
SVT君,327326442,"KCK鬼畜工作室成员
鬼畜up主/公交pover 蜜雪冰城狂粉
QQ3045155127",这个鬼畜要是晚发17天，参加鬼畜大赏，绝对第一啊！可能，UP主想低调一些，想把机会留给别人吧...
匕匕八八,479296493,晚晚的了啦民哦,"有没有人和我一样，
第一遍：这啥啊，节奏也乱的
第二遍：真不戳，后面一段真不戳
第三遍：有点上头
第四遍：TMD张麻子，敢杀我的马
第五遍：每日一遍"
兮者语兮,45055677,,“我杀我自己”对应前文，师爷说“项羽请刘邦”，项羽最后自刎（我杀我自己）[tv_doge]
不皮我浑身难受,349452474,,来了
我的维尔康,2071309879,,视频何时才能破亿播放
洋澜野老,1539057736,,我刚入b站，昨天刚刷到这个视频，脑子里就一直回放“翻译出来给我听，什么叫惊喜”，结果今天高考查分，真的就惊喜了
灯影牛肉丝儿,81676272,,硬核会员答题：张麻子一共说了几个TMD[辣眼睛]
陈松松本人,1796191537,"报仇雪恨般摆烂（换上自己的小名）
",直到现在还有人复习呢[doge]
角落之光战团,35493219,你去反抗命运是否也是命运的安排呢？,"俄罗斯：上任乌城!
乌克兰：坏了我成傀儡了。"
嘿嘿的尼玛酱,29114940,闲时，看天上云卷云舒～,记住张麻子那个独自离去的背影就够了，那就是这部电影最终想要表达的，理想主义者永远是孤独的，崇高的，一直在路上前行，行动起来，让一切变得更美好，而不是谈那些所谓讽刺暗喻。
斯斯文文人,354624072,,还没看，播放量惊到我了
合金弹头集结,326134374,重温少年热血 《合金弹头：集结》手游官方账号 ,节奏也太强了吧~[哦呼]
战备巡航,394053950,,都过去一年半了，现在还能有176个人在同时观看[滑稽]
songDUCKopenfood,39338337,别睡，多爱一晚这人间,班里放到“谁杀了我的马”竟然没有人笑[大哭]
白谱五月,183674745,Lost.,大家看视频简介有个特别感谢@疯猴pme ，编曲很牛之前大火的赵本山鬼畜。编曲就是他做的。不知道为啥粉丝一直上不去。
鱼熏,87321315,,来捡点硬币的集合了。[原神_欸嘿]
TowerStanding,375627279,辰琳浸染,刚看完，太震撼了，也许到了百年之后时代的光辉仍会照耀在这部电影体现出的思想上，人民的主潮就是历史的走向
真的真的只是一个名字,432320962,暂时靠手机拨号键和热评维生，正在简单学习如何制作阴乐与鬼畜，大作准备中,鬼畜做到音频和视频细节无数真的厉害，结尾的时候最大声可以听到太阳照常升起，这是真的厉害，站着把鬼畜做了
愛枝,442681814,"破墨浣山海，走笔尽波澜。
风月收敛云霓散，一梦百年。",作为一个传媒生这部电影看了至少五遍[笑哭]里面的细节和手法用的真的tm的牛逼[支持][支持]
一只平淡的白色柚子,671665783,,新人表示终于感受到了正宗的b站弹幕文化，太带感了[妙啊]
好piu亮啊小东c,14885600,(●—●),张麻子开枪要求百姓不准跪，但其实百姓不跪也只是因为畏惧他手里的枪而已
我大概是叫吴大树,321609901,快乐憨批,好厉害啊，这个视频貌似只用了电影里出现的声音元素，就拼出了这么带感的曲子！而且毫无违和。细节处理也很棒，一些地方为了节奏感做了升格处理。那个倒下的马停顿的三下，带感，灵性。结尾的留白也有想法。
我喜欢吃锅包肉,26114503,你好，点进这个主页的人，希望你也爱吃锅包肉、溜肉段、地三鲜、铁板牛柳、菜包和麻辣鳕鱼！,那么彼时彼刻恰如此时此刻
阿根廷名宿肯佩斯,2063166294,,这在线人数就离大谱
柠檬味的小苏苏,493504431,天下殊途而同归，各有各的绽放。,无论什么时候看，都符合看的时候的条件
最怂的人,418933588,Minecraft！,2022年看着两年前的鬼畜，怀念12年前的电影。[妙啊]
千集,616488384,,在3w多的评论里你能看见我？你要是能在3w多的评论里看到我，我当场就把手机屏幕吃掉！[doge][歪嘴]
不知雁巡,635615737,,我仍觉得这永远是鬼畜区的封神之作[保佑]
爱钱的灵梦,521293018,,希望大家看了这个视频之后，不要去原电影里面刷太多这个鬼畜的梗，《让子弹飞》本就是一部经典，希望大家不要去毁了这个经典
十酆,13456104,浴乎沂，风乎舞雩，咏而归。,这种水平的视频已经好久没见过，这就叫惊喜
好大一只多肉啊,374015599,,您还是改不了看鬼畜后读评论的习惯啊，彦祖。[doge]
Furaxinus,21381135,该账号已注销,这视频播放量已经快赶上站内让子弹飞的播放量了[歪嘴]
唯宽可以容人,296858870,大宰种,播放量比电影高了一千万就离谱
四道沟小老虎,171414726,好好活着,让人高兴的是子弹飞了11年还在飞，让人愤怒的是子弹飞了11年还在飞
筱劉99,18712902,这个人懒死了，什么都没有留下。,2021年8月11日22点03分都还有800多人在同时观看[笑哭]
想跑马拉松,178671262,,晚了！前几任UP主已经把素材用烂了，硬币都投到100年了，也就是西历的2121年，没硬币可榨了[脱单doge]
御坂美琴245,400464171,,2021又来看的集合[藏狐]
那些繁华的年代,491488085,....,一天不看就浑身难受[doge]
赛罗-我是泰罗啊,404125721,,"我：为什么还不申遗？
泡菜人：已经在申了，思密达。"
西棠18号街,288314504,从前，有只小白兔.....,"砸了！砸了！你们，那么多人，还当着人up主的面说下次，还让人看，啊呸！恶心！我都知道三连呢！这种事儿你们哪怕投点币呢？投点！花不了多少！哪怕投一个呢？简直就是土匪！土匪都不如！还想让人家up主念你们的好！就是一句话，恶心！恶心啊！视频肯定是看不着了！恶心！呸！Rua！太恶心了！
大哥你是了解我的，我从来不做仗势欺人的事儿，我没有账号[吃瓜]。
大哥你是了解我的，如果是我，不点踩都算他命好[偷笑]。
大哥你是了解我的，以我的习惯，点踩举报拉黑[滑稽]。
大哥，你是了解我的，我虽然级别最高，但我至今，没一个硬币[尴尬]。
别看我啊，如果是我出手，我会先缓存再看，连播放次数都没有[墨镜]。"
杨梅酸和李子甜,346656371,,笔在手，跟我走，上考场
希望小镇居民-信徒,22587910,,淦这鬼畜播放量比正片还高就离谱[热词系列_知识增加][热词系列_知识增加]
A_滑墙_滑墙,592041104,,"说实话，看了这么多鬼畜，这部还真是极少数里能被当做正经歌来听的。
还挺好听的[doge][点赞]"
九九数完魔灭尽,31988022,数九九，九九数完魔灭尽！,等牧之再来，要反抗，要团结大多数，打击我们真正的敌人。
我网又3G了捏,173245700,"哈咯哈咯！可以叫我3G，咕咕缓更中
主玩各种自己喜欢的游戏
是世上最菜玩家 在筹备直播打遊戲w
头像是人设，by山崎花间",因为这个鬼畜去看了让子弹飞，只能说可能是唯一一个看电影却让我觉得是真的曾经在现场经历了这一个完整的事件（完全不知道下一步会发生什么那种），而不是有什么残缺，很完整的故事，只是有点落寞[酸了]
66号令,431555936,想不出什么话说。,就怕不缓存以后也只有字幕和被改过的词了[呆]
SVT君,327326442,"KCK鬼畜工作室成员
鬼畜up主/公交pover 蜜雪冰城狂粉
QQ3045155127",大唐厂牌因为有脏话已经被举报了，希望这个视频没事[保佑][保佑][保佑]
66号令,431555936,想不出什么话说。,就怕不缓存以后也只有字幕和被改过的词了[呆]
SVT君,327326442,"KCK鬼畜工作室成员
鬼畜up主/公交pover 蜜雪冰城狂粉
QQ3045155127",大唐厂牌因为有脏话已经被举报了，希望这个视频没事[保佑][保佑][保佑]
天下乌贼,1466550,这个人有填简介啊~~~,我感觉这个可能是今年的年度最佳作品奖了
东里筮,252540337,好想快快升到6级啊,让子弹绝对是被低估的一部电影
